Loading data...

============================================================
amazon-ratings GCN 1L h=512 lr=3e-05 split=3 (ensemble x4)
============================================================

  Training model seed 0 (seed=3000)
  [mseed=3000] Step    1 | loss 1.8247 | val_acc=0.2378 val_loss=1.6763 val_f1_macro=0.1353 val_f1_weighted=0.1573 val_prec_macro=0.2704 val_rec_macro=0.2016 val_metric_name=acc val_metric=0.2378
  [mseed=3000] Step   50 | loss 1.4150 | val_acc=0.3820 val_loss=1.3880 val_f1_macro=0.1706 val_f1_weighted=0.2803 val_prec_macro=0.2007 val_rec_macro=0.2221 val_metric_name=acc val_metric=0.3820
  [mseed=3000] Step  100 | loss 1.3815 | val_acc=0.3925 val_loss=1.3704 val_f1_macro=0.1908 val_f1_weighted=0.3058 val_prec_macro=0.2119 val_rec_macro=0.2350 val_metric_name=acc val_metric=0.3925
  [mseed=3000] Step  150 | loss 1.3548 | val_acc=0.4008 val_loss=1.3592 val_f1_macro=0.2109 val_f1_weighted=0.3302 val_prec_macro=0.2233 val_rec_macro=0.2467 val_metric_name=acc val_metric=0.4008
  [mseed=3000] Step  200 | loss 1.3393 | val_acc=0.4106 val_loss=1.3545 val_f1_macro=0.2308 val_f1_weighted=0.3523 val_prec_macro=0.2810 val_rec_macro=0.2583 val_metric_name=acc val_metric=0.4106
  [mseed=3000] Step  250 | loss 1.3144 | val_acc=0.4138 val_loss=1.3541 val_f1_macro=0.2422 val_f1_weighted=0.3644 val_prec_macro=0.2805 val_rec_macro=0.2667 val_metric_name=acc val_metric=0.4138
  [mseed=3000] Step  300 | loss 1.3062 | val_acc=0.4181 val_loss=1.3554 val_f1_macro=0.2529 val_f1_weighted=0.3729 val_prec_macro=0.3661 val_rec_macro=0.2731 val_metric_name=acc val_metric=0.4181
  [mseed=3000] Step  350 | loss 1.2859 | val_acc=0.4181 val_loss=1.3583 val_f1_macro=0.2590 val_f1_weighted=0.3764 val_prec_macro=0.3717 val_rec_macro=0.2764 val_metric_name=acc val_metric=0.4181
  [mseed=3000] Step  400 | loss 1.2763 | val_acc=0.4209 val_loss=1.3599 val_f1_macro=0.2663 val_f1_weighted=0.3813 val_prec_macro=0.3792 val_rec_macro=0.2811 val_metric_name=acc val_metric=0.4209
  [mseed=3000] Step  450 | loss 1.2579 | val_acc=0.4196 val_loss=1.3606 val_f1_macro=0.2732 val_f1_weighted=0.3842 val_prec_macro=0.3843 val_rec_macro=0.2843 val_metric_name=acc val_metric=0.4196
  [mseed=3000] Step  500 | loss 1.2396 | val_acc=0.4235 val_loss=1.3621 val_f1_macro=0.2833 val_f1_weighted=0.3896 val_prec_macro=0.4046 val_rec_macro=0.2905 val_metric_name=acc val_metric=0.4235
  [mseed=3000] Step  550 | loss 1.2191 | val_acc=0.4258 val_loss=1.3647 val_f1_macro=0.2890 val_f1_weighted=0.3942 val_prec_macro=0.3948 val_rec_macro=0.2950 val_metric_name=acc val_metric=0.4258
  [mseed=3000] Step  600 | loss 1.1981 | val_acc=0.4261 val_loss=1.3678 val_f1_macro=0.2948 val_f1_weighted=0.3963 val_prec_macro=0.3918 val_rec_macro=0.2981 val_metric_name=acc val_metric=0.4261
  [mseed=3000] Step  650 | loss 1.1677 | val_acc=0.4305 val_loss=1.3708 val_f1_macro=0.3036 val_f1_weighted=0.4033 val_prec_macro=0.3941 val_rec_macro=0.3035 val_metric_name=acc val_metric=0.4305
  [mseed=3000] Step  700 | loss 1.1499 | val_acc=0.4343 val_loss=1.3763 val_f1_macro=0.3102 val_f1_weighted=0.4089 val_prec_macro=0.3977 val_rec_macro=0.3087 val_metric_name=acc val_metric=0.4343
  [mseed=3000] Step  750 | loss 1.1111 | val_acc=0.4392 val_loss=1.3838 val_f1_macro=0.3203 val_f1_weighted=0.4160 val_prec_macro=0.4042 val_rec_macro=0.3168 val_metric_name=acc val_metric=0.4392
