dataset,model,num_layers,hidden_dim,lr,split,num_model_seeds,best_steps,individual_val_metrics,individual_val_accs,train_metric_name,train_metric,train_acc,train_loss,train_roc_auc,train_f1_macro,train_f1_weighted,train_prec_macro,train_rec_macro,val_metric_name,val_metric,val_acc,val_loss,val_roc_auc,val_f1_macro,val_f1_weighted,val_prec_macro,val_rec_macro,test_metric_name,test_metric,test_acc,test_loss,test_roc_auc,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro
tolokers,ResNet,1,512,3e-05,0,4,"[230, 330, 370, 300]","[0.7367, 0.7371, 0.7354, 0.7389]","[0.7836, 0.7829, 0.7826, 0.7809]",roc_auc,0.740507181343769,0.7829563021659851,0.45319968461990356,0.740507181343769,,,,,roc_auc,0.7373616615682904,0.7822388410568237,0.46125006675720215,0.7373616615682904,,,,,roc_auc,0.7217016557808633,0.7819728255271912,0.4691106677055359,0.7217016557808633,,,,
tolokers,ResNet,2,512,3e-05,0,4,"[140, 200, 110, 100]","[0.7367, 0.7352, 0.7366, 0.7371]","[0.7829, 0.7822, 0.7829, 0.7822]",roc_auc,0.7392769950758633,0.7831264138221741,0.45050695538520813,0.7392769950758633,,,,,roc_auc,0.7370819636963024,0.7846205830574036,0.45887771248817444,0.7370819636963024,,,,,roc_auc,0.7206144310778165,0.7836734652519226,0.4669434428215027,0.7206144310778165,,,,
tolokers,ResNet,3,512,3e-05,0,4,"[110, 60, 100, 90]","[0.7342, 0.7356, 0.7351, 0.735]","[0.7812, 0.7795, 0.7819, 0.7822]",roc_auc,0.7364201274346801,0.7810852527618408,0.4514620900154114,0.7364201274346801,,,,,roc_auc,0.7356542825681696,0.7812180519104004,0.45924311876296997,0.7356542825681696,,,,,roc_auc,0.7174571413853033,0.7812924981117249,0.4678155183792114,0.7174571413853033,,,,
tolokers,ResNet,4,512,3e-05,0,4,"[80, 130, 130, 100]","[0.7348, 0.736, 0.7339, 0.735]","[0.7839, 0.7822, 0.7826, 0.7819]",roc_auc,0.7369780696488255,0.7815955281257629,0.4503321945667267,0.7369780696488255,,,,,roc_auc,0.7354947461606036,0.781898558139801,0.4590786397457123,0.7354947461606036,,,,,roc_auc,0.7194472235100818,0.781632661819458,0.46718353033065796,0.7194472235100818,,,,
tolokers,ResNet,5,512,3e-05,0,4,"[100, 130, 100, 90]","[0.734, 0.7324, 0.7331, 0.7354]","[0.7809, 0.7819, 0.7829, 0.7822]",roc_auc,0.7368435869206135,0.7821058034896851,0.4511554539203644,0.7368435869206135,,,,,roc_auc,0.7344567411939298,0.7829193472862244,0.4598742723464966,0.7344567411939298,,,,,roc_auc,0.7191096687082632,0.7826530933380127,0.467826247215271,0.7191096687082632,,,,
tolokers,ResNet,1,512,3e-05,1,4,"[370, 430, 570, 380]","[0.7471, 0.7468, 0.7477, 0.746]","[0.7822, 0.7809, 0.7822, 0.7822]",roc_auc,0.728286890155593,0.782446026802063,0.45814627408981323,0.728286890155593,,,,,roc_auc,0.7466008562013499,0.781898558139801,0.450145423412323,0.7466008562013499,,,,,roc_auc,0.7293664543731648,0.7823129296302795,0.45890963077545166,0.7293664543731648,,,,
tolokers,ResNet,2,512,3e-05,1,4,"[710, 2180, 610, 770]","[0.75, 0.7556, 0.7517, 0.7506]","[0.7839, 0.7839, 0.7833, 0.7839]",roc_auc,0.7394457344384998,0.7832964658737183,0.44720658659935,0.7394457344384998,,,,,roc_auc,0.7532878077525189,0.7846205830574036,0.44606366753578186,0.7532878077525189,,,,,roc_auc,0.7363764779884445,0.7826530933380127,0.45205622911453247,0.7363764779884445,,,,
tolokers,ResNet,3,512,3e-05,1,4,"[580, 270, 520, 620]","[0.75, 0.7492, 0.7502, 0.7505]","[0.7836, 0.7833, 0.7836, 0.7833]",roc_auc,0.7298920339418803,0.782446026802063,0.4531729221343994,0.7298920339418803,,,,,roc_auc,0.7504209045646422,0.7832595705986023,0.4493648409843445,0.7504209045646422,,,,,roc_auc,0.7303594619728926,0.781632661819458,0.4546993672847748,0.7303594619728926,,,,
tolokers,ResNet,4,512,3e-05,1,4,"[420, 650, 450, 660]","[0.7501, 0.7486, 0.7498, 0.7498]","[0.7833, 0.7833, 0.7829, 0.7836]",roc_auc,0.7301586251761164,0.782446026802063,0.45265260338783264,0.7301586251761164,,,,,roc_auc,0.7495614445987762,0.783599853515625,0.45006412267684937,0.7495614445987762,,,,,roc_auc,0.7308935848319954,0.7819728255271912,0.4543420672416687,0.7308935848319954,,,,
tolokers,ResNet,5,512,3e-05,1,4,"[180, 440, 1700, 530]","[0.7465, 0.7477, 0.7529, 0.7489]","[0.7839, 0.7833, 0.7805, 0.7839]",roc_auc,0.7349715127254918,0.7827861905097961,0.44792836904525757,0.7349715127254918,,,,,roc_auc,0.7497718968810971,0.7829193472862244,0.44649538397789,0.7497718968810971,,,,,roc_auc,0.7319198056551952,0.7819728255271912,0.45224326848983765,0.7319198056551952,,,,
